DriverNumber,TeamName,Position,ClassifiedPosition,GridPosition,Points,Season,EventName,EventDate,PitstopCount,TireStrategy0,TireStrategy,Overtakes,DriverFastestLap_s,AvgLapTime_s,AvgSpeedTrap_kmh,TrackTemp_Mean,AirTemp_Mean,Humidity_Mean,WindSpeed_Mean,Rainfall_Amount,WeatherConditions
77,Kick_Sauber,9,9,14,2,2022,Sao Paulo Grand Prix,11/13/22,2,SOFT > MEDIUM,SOFT_MEDIUM,14,75.511,83.61402817,281.983871,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
24,Kick_Sauber,12,12,13,0,2022,Sao Paulo Grand Prix,11/13/22,2,SOFT > MEDIUM,SOFT_MEDIUM,11,75.802,83.70942254,280.8676471,46.0491018,23.01077844,76.07784431,1.444311377,0,Clear
24,Kick_Sauber,12,12,15,0,2022,Abu Dhabi Grand Prix,11/20/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,13,89.6,92.71866667,301.877193,34.31032258,28.57548387,61.68387097,2.608387097,0,Windy
5,Kick_Sauber,14,14,19,0,2025,Chinese Grand Prix,3/23/25,2,MEDIUM > HARD,MEDIUM_HARD,4,95.874,99.37785455,310.1818182,35.81688312,27.21558442,18.23376623,2.188311688,0,Clear
5,Kick_Sauber,18,18,18,0,2025,Bahrain Grand Prix,4/13/25,2,MEDIUM > HARD,MEDIUM_HARD,8,98.006,100.9715714,303.9423077,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
27,Kick_Sauber,20,,16,0,2025,Bahrain Grand Prix,4/13/25,2,SOFT > MEDIUM,SOFT_MEDIUM,8,97.338,101.6299474,296.2592593,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
5,Kick_Sauber,18,18,14,0,2025,Emilia Romagna Grand Prix,5/18/25,3,MEDIUM > HARD,MEDIUM_HARD,6,80.63,87.80588889,274.7619048,42.664,23.96466667,38.30666667,3.248,0,Windy
5,Kick_Sauber,14,14,16,0,2025,Monaco Grand Prix,5/25/25,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,9,74.884,80.29298684,275.7105263,43.3175,22.209375,52.51875,0.979375,0,Clear
27,Kick_Sauber,16,16,13,0,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,7,75.223,80.33403947,276.3026316,43.3175,22.209375,52.51875,0.979375,0,Clear
27,Kick_Sauber,5,5,15,10,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,9,77.575,84.7124697,308.2708333,48.54322581,29.12,54.62580645,1.632903226,0,Clear
5,Kick_Sauber,12,12,12,0,2025,Spanish Grand Prix,6/1/25,2,SOFT > MEDIUM,SOFT_MEDIUM,14,78.297,84.89956061,309.5344828,48.54322581,29.12,54.62580645,1.632903226,0,Clear
5,Kick_Sauber,8,8,8,4,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,12,69.247,72.8934058,289.8405797,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
27,Kick_Sauber,9,9,20,2,2025,Austrian Grand Prix,6/29/25,2,SOFT > MEDIUM,SOFT_MEDIUM,12,69.459,72.977,292.2173913,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
27,Kick_Sauber,13,13,18,0,2025,Hungarian Grand Prix,8/3/25,2,SOFT > MEDIUM,SOFT_MEDIUM,16,80.013,83.36955072,296.0338983,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
27,Kick_Sauber,14,14,17,0,2025,Dutch Grand Prix,8/31/25,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,8,74.912,82.35519444,291.2698413,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
5,Kick_Sauber,15,15,13,0,2025,Dutch Grand Prix,8/31/25,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,74.307,82.38075,292.5737705,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
27,Kick_Sauber,20,20,11,0,2025,Singapore Grand Prix,10/5/25,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,6,95.404,99.5312623,285.98,33.85217391,29.07204969,74.36024845,1.111180124,6,Rainy
5,Kick_Sauber,18,18,16,0,2025,United States Grand Prix,10/19/25,2,SOFT > MEDIUM,SOFT_MEDIUM,8,98.275,102.6130545,307.7090909,45.04480519,28.26753247,22.53246753,2.082467532,0,Clear
5,Kick_Sauber,17,,18,0,2025,Las Vegas Grand Prix,11/23/25,2,HARD > MEDIUM,HARD_MEDIUM,0,130.427,130.427,200,19.52978723,16.73404255,37.76595745,1.436879433,0,Clear
24,Kick_Sauber,11,11,17,0,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,11,95.458,98.41966071,300.1111111,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
77,Kick_Sauber,19,19,16,0,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,7,96.202,98.50374545,296.5384615,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
77,Kick_Sauber,17,17,16,0,2024,Saudi Arabian Grand Prix,3/9/24,2,SOFT > HARD,SOFT_HARD,2,92.706,97.68866667,303.7346939,31.59315068,25.52808219,62.33561644,1.302739726,0,Clear
77,Kick_Sauber,14,14,13,0,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,8,81.422,85.42401754,283.8571429,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
24,Kick_Sauber,15,15,19,0,2024,Australian Grand Prix,3/24/24,2,SOFT > HARD,SOFT_HARD,10,81.327,85.45852632,286.245283,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
77,Kick_Sauber,14,14,13,0,2024,Japanese Grand Prix,4/7/24,3,SOFT > HARD,SOFT_HARD,8,96.608,101.4486471,290.9615385,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
24,Kick_Sauber,14,14,16,0,2024,Chinese Grand Prix,4/21/24,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,11,98.633,108.5776727,292.1964286,29.79272727,18.63939394,66.06060606,1.68,0,Clear
77,Kick_Sauber,16,16,16,0,2024,Miami Grand Prix,5/5/24,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,5,92.098,96.53038596,311.877193,44.664,28.522,59.00666667,3.080666667,0,Windy
77,Kick_Sauber,13,13,17,0,2024,Monaco Grand Prix,5/26/24,2,HARD > MEDIUM,HARD_MEDIUM,4,76.561,113.1584474,277.5657895,46.318,21.5965,63.99,0.9795,0,Clear
24,Kick_Sauber,16,16,18,0,2024,Monaco Grand Prix,5/26/24,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,3,74.718,113.8265,277.1052632,46.318,21.5965,63.99,0.9795,0,Clear
24,Kick_Sauber,13,13,15,0,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM > HARD,SOFT_HARD,14,78.771,81.78004615,304.7407407,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
77,Kick_Sauber,16,16,12,0,2024,Spanish Grand Prix,6/23/24,2,SOFT > HARD,SOFT_HARD,11,79.608,82.36215385,304.7931034,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
77,Kick_Sauber,16,16,18,0,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,10,70.449,72.60247143,293.4,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
24,Kick_Sauber,17,17,20,0,2024,Austrian Grand Prix,6/30/24,2,HARD > MEDIUM,HARD_MEDIUM,7,70.47,72.96685714,293.3142857,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
77,Kick_Sauber,15,15,16,0,2024,British Grand Prix,7/7/24,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,5,91.277,97.82117647,292.8235294,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
77,Kick_Sauber,16,16,12,0,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,11,82.792,85.90431884,297.9464286,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
24,Kick_Sauber,19,19,18,0,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,9,83.487,86.16792754,291.8139535,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
77,Kick_Sauber,15,15,14,0,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,11,107.019,110.6290455,312.6944444,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
77,Kick_Sauber,19,19,16,0,2024,Dutch Grand Prix,8/25/24,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,5,75.822,77.83952857,293.1269841,30.80588235,19.00588235,60.96078431,4.568627451,0,Windy
24,Kick_Sauber,20,20,17,0,2024,Dutch Grand Prix,8/25/24,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,4,75.724,78.30768571,286.2,30.80588235,19.00588235,60.96078431,4.568627451,0,Windy
24,Kick_Sauber,19,19,18,0,2024,United States Grand Prix,10/20/24,2,MEDIUM > HARD,MEDIUM_HARD,4,99.272,104.7068909,297.0545455,46.60193548,28.12129032,35.53548387,1.5,0,Clear
24,Kick_Sauber,13,13,13,0,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,12,96.324,100.00108,299.24,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
77,Kick_Sauber,18,18,19,0,2024,Las Vegas Grand Prix,11/23/24,2,HARD > MEDIUM,HARD_MEDIUM,8,96.601,100.7602857,296.4897959,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
24,Kick_Sauber,8,8,12,4,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,8,83.889,96.32777193,288.46,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
77,Kick_Sauber,11,11,13,0,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,7,85.533,94.4432,288.6603774,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
24,Kick_Sauber,13,13,15,0,2024,Abu Dhabi Grand Prix,12/8/24,2,MEDIUM > HARD,MEDIUM_HARD,8,87.982,91.41394737,300.9122807,31.80540541,26.76824324,51.44594595,1.900675676,0,Clear
77,Kick_Sauber,18,,9,0,2024,Abu Dhabi Grand Prix,12/8/24,2,MEDIUM > HARD,MEDIUM_HARD,1,89.482,94.90933333,300.1666667,31.80540541,26.76824324,51.44594595,1.900675676,0,Clear
81,McLaren,1,1,1,25,2025,Bahrain Grand Prix,4/13/25,2,SOFT > MEDIUM,SOFT_MEDIUM,1,95.14,99.524375,286.7272727,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
4,McLaren,3,3,6,15,2025,Bahrain Grand Prix,4/13/25,2,SOFT > MEDIUM,SOFT_MEDIUM,8,95.728,99.984,300.8333333,31.87025316,27.05253165,45.32911392,2.105696203,0,Clear
4,McLaren,2,2,4,18,2025,Emilia Romagna Grand Prix,5/18/25,2,MEDIUM > HARD,MEDIUM_HARD,5,78.311,87.29060317,276.9365079,42.664,23.96466667,38.30666667,3.248,0,Windy
81,McLaren,3,3,1,15,2025,Emilia Romagna Grand Prix,5/18/25,2,MEDIUM > HARD,MEDIUM_HARD,12,78.894,87.39928571,275.8888889,42.664,23.96466667,38.30666667,3.248,0,Windy
4,McLaren,1,1,1,25,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,4,73.221,77.35696154,275.5769231,43.3175,22.209375,52.51875,0.979375,0,Clear
81,McLaren,3,3,3,15,2025,Monaco Grand Prix,5/25/25,2,MEDIUM > HARD,MEDIUM_HARD,3,73.745,77.40385897,276.9615385,43.3175,22.209375,52.51875,0.979375,0,Clear
81,McLaren,1,1,1,25,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,1,75.743,84.50568182,301.54,48.54322581,29.12,54.62580645,1.632903226,0,Clear
4,McLaren,2,2,2,18,2025,Spanish Grand Prix,6/1/25,3,SOFT > MEDIUM,SOFT_MEDIUM,2,76.187,84.54312121,306.3148148,48.54322581,29.12,54.62580645,1.632903226,0,Clear
4,McLaren,18,18,7,0,2025,Canadian Grand Prix,6/15/25,2,HARD > MEDIUM,HARD_MEDIUM,11,74.229,76.32530303,312.469697,49.25329341,24.03652695,27.9760479,1.037724551,1,Clear
4,McLaren,1,1,1,25,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,3,68.272,71.82418571,291.0571429,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
81,McLaren,2,2,3,18,2025,Austrian Grand Prix,6/29/25,2,MEDIUM > HARD,MEDIUM_HARD,4,67.924,71.86268571,295.2571429,49.16645963,30.34782609,31.98136646,1.618012422,0,Clear
81,McLaren,2,2,2,18,2025,Hungarian Grand Prix,8/3/25,2,MEDIUM > HARD,MEDIUM_HARD,5,79.412,81.74184286,289.5471698,32.72993631,22.08216561,57.24203822,2.150955414,0,Clear
81,McLaren,1,1,1,25,2025,Dutch Grand Prix,8/31/25,2,MEDIUM > HARD,MEDIUM_HARD,0,72.271,82.08123611,273.75,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
4,McLaren,18,18,2,0,2025,Dutch Grand Prix,8/31/25,2,MEDIUM > HARD,MEDIUM_HARD,1,72.379,80.75760937,281.3818182,27.96352201,20.07735849,71.17610063,2.170440252,0,Clear
81,McLaren,5,5,7,10,2025,Mexico City Grand Prix,10/26/25,2,SOFT > MEDIUM,SOFT_MEDIUM,11,80.422,83.38928169,337.5606061,50.5882716,26.40555556,23.2345679,1.847530864,0,Clear
4,McLaren,1,1,1,25,2025,Sao Paulo Grand Prix,11/9/25,2,MEDIUM > SOFT,MEDIUM_SOFT,5,73.04,77.76895775,290.9830508,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
81,McLaren,5,5,4,10,2025,Sao Paulo Grand Prix,11/9/25,2,MEDIUM > SOFT,MEDIUM_SOFT,9,72.742,77.99077465,300.5483871,30.69276316,17.34802632,70.57236842,1.509868421,0,Clear
4,McLaren,6,6,7,8,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,9,94.476,97.4245614,296.3255814,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
81,McLaren,8,8,8,4,2024,Bahrain Grand Prix,3/2/24,2,SOFT > HARD,SOFT_HARD,8,94.774,97.55831579,298.6326531,23.65286624,18.22738854,48.82165605,0.785987261,0,Clear
4,McLaren,3,3,3,15,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,4,79.915,83.32322414,289.25,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
81,McLaren,4,4,5,12,2024,Australian Grand Prix,3/24/24,2,MEDIUM > HARD,MEDIUM_HARD,8,80.199,83.83815517,291.9423077,38.40208333,20.62222222,44.45138889,0.953472222,0,Clear
4,McLaren,5,5,3,10,2024,Japanese Grand Prix,4/7/24,3,MEDIUM > HARD,MEDIUM_HARD,9,95.186,98.26139216,293.3207547,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
81,McLaren,8,8,6,4,2024,Japanese Grand Prix,4/7/24,3,MEDIUM > HARD,MEDIUM_HARD,5,94.802,98.76094118,294.490566,37.50110497,21.69116022,43.43093923,2.240883978,0,Windy
81,McLaren,8,8,5,4,2024,Chinese Grand Prix,4/21/24,2,MEDIUM > HARD,MEDIUM_HARD,5,99.739,108.3213636,294.0714286,29.79272727,18.63939394,66.06060606,1.68,0,Clear
81,McLaren,13,13,6,0,2024,Miami Grand Prix,5/5/24,2,MEDIUM > HARD,MEDIUM_HARD,7,90.634,95.52126786,306.5614035,44.664,28.522,59.00666667,3.080666667,0,Windy
4,McLaren,2,2,1,19,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM,SOFT_MEDIUM,7,77.115,80.34009091,310.0655738,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
81,McLaren,7,7,9,6,2024,Spanish Grand Prix,6/23/24,2,SOFT > MEDIUM,SOFT_MEDIUM,10,77.874,80.81798485,304.1864407,41.0961039,24.13246753,63.44155844,2.123376623,1,Clear
81,McLaren,2,2,7,18,2024,Austrian Grand Prix,6/30/24,2,MEDIUM > HARD,MEDIUM_HARD,9,68.697,71.33385915,297.6338028,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
4,McLaren,20,20,2,0,2024,Austrian Grand Prix,6/30/24,3,MEDIUM > HARD,MEDIUM_HARD,1,68.016,71.73521875,297.0625,46.42097902,29.42587413,35.00699301,1.667832168,1,Clear
4,McLaren,3,3,3,15,2024,British Grand Prix,7/7/24,2,MEDIUM > INTERMEDIATE > SOFT,MEDIUM_SOFT,4,89.262,95.28088462,301.6346154,27.67006803,15.7707483,67.33333333,1.34829932,51,Rainy
81,McLaren,1,1,2,25,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,5,81.716,84.02841429,288.1521739,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
4,McLaren,2,2,1,18,2024,Hungarian Grand Prix,7/21/24,2,MEDIUM > HARD,MEDIUM_HARD,6,81.712,84.059,287.5416667,44.91612903,28.82387097,46.92258065,1.249677419,0,Clear
81,McLaren,2,2,5,18,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,6,105.84,109.0502955,315.3214286,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
4,McLaren,5,5,4,10,2024,Belgian Grand Prix,7/28/24,2,MEDIUM > HARD,MEDIUM_HARD,9,105.563,109.2475,315.2258065,42.26715328,21.32846715,49.58394161,1.683211679,0,Clear
81,McLaren,2,2,2,18,2024,Italian Grand Prix,9/1/24,2,MEDIUM > HARD,MEDIUM_HARD,3,81.943,84.59228302,320.0731707,49.3112782,33.10150376,32.28571429,1.518796992,0,Clear
4,McLaren,3,3,1,16,2024,Italian Grand Prix,9/1/24,2,MEDIUM > HARD,MEDIUM_HARD,7,81.432,84.65811321,325.5882353,49.3112782,33.10150376,32.28571429,1.518796992,0,Clear
4,McLaren,6,6,6,9,2024,Las Vegas Grand Prix,11/23/24,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,94.876,99.38708,314.88,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
81,McLaren,7,7,8,6,2024,Las Vegas Grand Prix,11/23/24,2,MEDIUM > HARD,MEDIUM_HARD,14,96.598,99.54668,313.26,17.72377622,17.82517483,47.86013986,2.898601399,0,Windy
81,McLaren,3,3,4,15,2024,Qatar Grand Prix,12/1/24,3,MEDIUM > HARD,MEDIUM_HARD,4,83.218,94.76075,278.075,22.77350993,18.92649007,57.25165563,1.657615894,0,Clear
81,McLaren,10,10,2,1,2024,Abu Dhabi Grand Prix,12/8/24,2,MEDIUM > HARD,MEDIUM_HARD,13,87.69,90.98468966,304.7413793,31.80540541,26.76824324,51.44594595,1.900675676,0,Clear
4,McLaren,17,17,19,0,2023,Saudi Arabian Grand Prix,3/19/23,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,6,94.122,99.22678,303.8,31.79256757,26.09189189,57.79054054,1.772297297,0,Clear
4,McLaren,6,6,13,8,2023,Australian Grand Prix,4/2/23,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,6,81.173,86.56167308,278.8363636,30.13963964,17.44954955,54.15765766,1.127027027,0,Clear
81,McLaren,13,13,9,0,2023,Spanish Grand Prix,6/4/23,2,SOFT > HARD > MEDIUM,SOFT_MEDIUM,13,78.679,81.26484615,304.92,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
4,McLaren,17,17,3,0,2023,Spanish Grand Prix,6/4/23,3,SOFT > HARD > MEDIUM,SOFT_MEDIUM,10,77.182,81.66661538,303.6938776,33.83896104,22.67402597,63.07792208,1.869480519,0,Clear
81,McLaren,11,11,8,0,2023,Canadian Grand Prix,6/18/23,2,MEDIUM > HARD,MEDIUM_HARD,6,76.598,81.47784286,301.8285714,30.59320988,18.53024691,63.90123457,1.941975309,0,Clear
4,McLaren,13,13,7,0,2023,Canadian Grand Prix,6/18/23,2,MEDIUM > HARD,MEDIUM_HARD,6,76.374,81.45301429,309.1571429,30.59320988,18.53024691,63.90123457,1.941975309,0,Clear
4,McLaren,4,4,4,12,2023,Austrian Grand Prix,7/2/23,3,MEDIUM > HARD,MEDIUM_HARD,7,68.739,72.67512676,297.1267606,32.05424837,22.39803922,52.04575163,1.097385621,3,Clear
4,McLaren,2,2,3,18,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,4,82.178,84.60521429,289.54,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
81,McLaren,5,5,4,10,2023,Hungarian Grand Prix,7/23/23,2,MEDIUM > HARD,MEDIUM_HARD,4,82.736,85.01722857,289.7636364,48.57926829,28.80853659,32.80487805,1.440853659,0,Clear
4,McLaren,7,7,7,6,2023,Belgian Grand Prix,7/30/23,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,11,111.682,114.1856591,302.4857143,28.24066667,17.87333333,61.92666667,1.594666667,11,Rainy
81,McLaren,12,12,7,0,2023,Italian Grand Prix,9/3/23,2,MEDIUM > HARD,MEDIUM_HARD,9,85.072,88.06116,320.2916667,42.92820513,29.33012821,42.32051282,1.13974359,0,Clear
4,McLaren,2,2,3,18,2023,Japanese Grand Prix,9/24/23,2,MEDIUM > HARD,MEDIUM_HARD,6,95.247,99.4957,284.3773585,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
81,McLaren,3,3,2,15,2023,Japanese Grand Prix,9/24/23,2,MEDIUM > HARD,MEDIUM_HARD,7,96.328,99.8579,284.509434,42.07025316,27.28860759,42.3164557,1.829746835,0,Clear
81,McLaren,2,2,6,18,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,12,84.921,91.260625,291.5208333,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
4,McLaren,3,3,10,15,2023,Qatar Grand Prix,10/8/23,3,MEDIUM > HARD,MEDIUM_HARD,16,84.842,92.37082456,293.5116279,36.93207547,31.46289308,73.1572327,0.889937107,0,Clear
4,McLaren,2,2,2,18,2023,United States Grand Prix,10/22/23,2,MEDIUM > HARD,MEDIUM_HARD,5,99.985,102.3587857,295.25,40.62857143,29.96011905,41.91071429,3.314285714,0,Windy
4,McLaren,5,5,17,10,2023,Mexico City Grand Prix,10/29/23,3,SOFT > HARD > MEDIUM,SOFT_MEDIUM,16,81.944,86.34752857,327.3913043,45.63947368,25.54736842,23.55263158,1.49,0,Clear
81,McLaren,8,8,7,4,2023,Mexico City Grand Prix,10/29/23,2,MEDIUM > HARD,MEDIUM_HARD,4,82.76,86.51551429,319.8333333,45.63947368,25.54736842,23.55263158,1.49,0,Clear
81,McLaren,10,10,18,2,2023,Las Vegas Grand Prix,11/19/23,2,HARD > MEDIUM,HARD_MEDIUM,14,95.49,101.1409556,286.68,17.99444444,18.05,47.36111111,2.300925926,0,Windy
4,McLaren,5,5,5,10,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,9,88.164,90.46393103,305.2068966,33.46089744,26.96282051,51,1.794871795,0,Clear
81,McLaren,6,6,3,8,2023,Abu Dhabi Grand Prix,11/26/23,2,MEDIUM > HARD,MEDIUM_HARD,11,88.138,90.58812069,307.2241379,33.46089744,26.96282051,51,1.794871795,0,Clear
3,McLaren,14,14,18,0,2022,Bahrain Grand Prix,3/20/22,3,MEDIUM > SOFT > HARD,MEDIUM_HARD,12,97.261,103.6589298,283.7254902,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
4,McLaren,15,15,13,0,2022,Bahrain Grand Prix,3/20/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,11,96.988,103.6827895,290.9818182,28.61042945,23.61779141,29.49079755,0.304907975,0,Clear
3,McLaren,17,,14,0,2022,Saudi Arabian Grand Prix,3/27/22,2,MEDIUM > HARD,MEDIUM_HARD,5,94.487,100.4322424,286.6666667,28.40921053,25.42039474,59.66447368,2.359210526,0,Windy
3,McLaren,13,13,14,0,2022,Miami Grand Prix,5/8/22,2,MEDIUM > HARD > SOFT,MEDIUM_SOFT,10,93.265,99.06775,287.6491228,42.81975309,30.61728395,58.85802469,2.267283951,9,Rainy
4,McLaren,8,8,11,4,2022,Spanish Grand Prix,5/22/22,3,SOFT > MEDIUM,SOFT_MEDIUM,10,85.619,89.75318182,297.559322,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
3,McLaren,12,12,9,0,2022,Spanish Grand Prix,5/22/22,3,SOFT > MEDIUM,SOFT_MEDIUM,8,87.285,90.46387692,298.7457627,48.95731707,36.56585366,7.109756098,3.488414634,0,Windy
3,McLaren,11,11,9,0,2022,Canadian Grand Prix,6/19/22,2,MEDIUM > HARD,MEDIUM_HARD,5,77.932,83.21148571,302.3,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
4,McLaren,15,15,14,0,2022,Canadian Grand Prix,6/19/22,2,HARD > MEDIUM,HARD_MEDIUM,7,77.495,83.27002857,305.5857143,41.26111111,20.76296296,28.92592593,3.552469136,0,Windy
4,McLaren,6,6,6,8,2022,British Grand Prix,7/3/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,4,91.645,97.42567347,291,30.02610837,18.25320197,59.74876847,1.456157635,9,Rainy
4,McLaren,7,7,10,6,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,14,69.304,72.46455714,293.3571429,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
3,McLaren,9,9,11,2,2022,Austrian Grand Prix,7/10/22,2,MEDIUM > HARD > None,MEDIUM_HARD,14,69.924,72.5808,296.5428571,30.74671053,20.25592105,35.13815789,1.255263158,0,Clear
4,McLaren,7,7,4,6,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM > HARD,SOFT_HARD,6,83.043,86.48874286,272.4067797,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
3,McLaren,15,15,9,0,2022,Hungarian Grand Prix,7/31/22,2,SOFT > MEDIUM > HARD,SOFT_HARD,8,83.59,87.13549275,277.0357143,26.72095808,18.55988024,69.31736527,4.034131737,46,Rainy
4,McLaren,12,12,17,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,12,111.678,116.726881,308.65625,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
3,McLaren,15,15,7,0,2022,Belgian Grand Prix,8/28/22,2,MEDIUM > HARD,MEDIUM_HARD,6,113.08,116.6183333,305.4358974,36.08397436,21.78717949,40.51923077,1.519230769,0,Clear
4,McLaren,7,7,7,6,2022,Dutch Grand Prix,9/4/22,3,MEDIUM > HARD > SOFT,MEDIUM_SOFT,5,74.706,80.86220833,282.4179104,33.44601227,22.73006135,75.3803681,1.06196319,0,Clear
4,McLaren,7,7,3,6,2022,Italian Grand Prix,9/11/22,2,MEDIUM > SOFT,MEDIUM_SOFT,5,84.718,91.20222642,303.673913,43.13877551,27.73469388,33.14965986,1.36122449,0,Clear
4,McLaren,6,6,6,8,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,16,101.322,107.3623396,294.5892857,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
3,McLaren,16,16,15,0,2022,United States Grand Prix,10/23/22,2,MEDIUM > HARD,MEDIUM_HARD,10,102.42,108.8837963,288.1607143,35.52352941,29.28529412,49.62352941,5.487058824,0,Windy
